,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0,Unnamed: 13_level_0,Unnamed: 14_level_0,Unnamed: 15_level_0,Unnamed: 16_level_0,Unnamed: 17_level_0,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
11,12.0,Indiana Pacers*,82,19755,0.47200000000000003,13.0,0.716,0.293,0.136,0.096,0.191,0.284,0.513,0.638,0.42,0.449,0.42200000000000004,0.369,0.465,0.040999999999999995,250,0.294,1168,0.8190000000000001,0.22,0.425,21.0,0.0
12,13.0,Los Angeles Clippers,82,19705,0.47100000000000003,11.8,0.6859999999999999,0.34700000000000003,0.16399999999999998,0.083,0.091,0.314,0.525,0.659,0.37799999999999995,0.424,0.37799999999999995,0.354,0.502,0.08199999999999999,512,0.301,1153,0.726,0.21899999999999997,0.33799999999999997,15.0,1.0
13,14.0,Los Angeles Lakers,82,19905,0.461,12.4,0.6709999999999999,0.321,0.168,0.086,0.096,0.32899999999999996,0.517,0.67,0.39,0.354,0.37799999999999995,0.345,0.49200000000000005,0.059000000000000004,385,0.299,1253,0.865,0.159,0.37200000000000005,17.0,0.0
14,15.0,Memphis Grizzlies,82,19705,0.444,12.8,0.6829999999999999,0.312,0.139,0.1,0.132,0.317,0.486,0.62,0.35200000000000004,0.37200000000000005,0.39799999999999996,0.35200000000000004,0.51,0.049,296,0.304,1087,0.815,0.18899999999999997,0.35,26.0,0.0
15,16.0,Miami Heat*,82,19930,0.455,13.2,0.642,0.27899999999999997,0.163,0.095,0.10400000000000001,0.358,0.508,0.6579999999999999,0.41600000000000004,0.38299999999999995,0.36700000000000005,0.36,0.457,0.053,336,0.268,1067,0.9079999999999999,0.256,0.38799999999999996,18.0,0.0
16,17.0,Milwaukee Bucks*,82,19830,0.478,12.4,0.703,0.31,0.152,0.114,0.127,0.297,0.531,0.685,0.373,0.46299999999999997,0.406,0.355,0.501,0.068,419,0.27899999999999997,1065,0.883,0.263,0.405,12.0,0.0
17,18.0,Minnesota Timberwolves*,82,19805,0.47600000000000003,12.3,0.7390000000000001,0.264,0.196,0.129,0.15,0.261,0.519,0.69,0.433,0.43200000000000005,0.40299999999999997,0.35700000000000004,0.48700000000000004,0.053,343,0.255,1029,0.825,0.226,0.40299999999999997,12.0,0.0
18,19.0,New Orleans Pelicans*,82,19955,0.483,12.5,0.6809999999999999,0.295,0.179,0.099,0.109,0.319,0.54,0.667,0.475,0.441,0.396,0.36200000000000004,0.5489999999999999,0.054000000000000006,362,0.307,1294,0.8759999999999999,0.233,0.39899999999999997,14.0,0.0
19,20.0,New York Knicks,82,19830,0.46399999999999997,12.7,0.7340000000000001,0.278,0.156,0.14,0.159,0.266,0.504,0.6559999999999999,0.39799999999999996,0.442,0.39899999999999997,0.35200000000000004,0.499,0.04,259,0.276,1119,0.8690000000000001,0.19399999999999998,0.406,20.0,0.0
20,21.0,Oklahoma City Thunder*,82,19830,0.45299999999999996,13.2,0.655,0.315,0.096,0.105,0.138,0.345,0.505,0.639,0.36700000000000005,0.40399999999999997,0.375,0.354,0.426,0.067,408,0.272,1082,0.831,0.239,0.37200000000000005,21.0,0.0
21,22.0,Orlando Magic,82,19730,0.452,13.3,0.6579999999999999,0.259,0.18,0.10800000000000001,0.11199999999999999,0.342,0.504,0.688,0.39799999999999996,0.34700000000000003,0.40299999999999997,0.35100000000000003,0.515,0.052000000000000005,335,0.272,1088,0.851,0.17800000000000002,0.374,8.0,0.0
22,23.0,Philadelphia 76ers*,82,19780,0.47200000000000003,13.3,0.6559999999999999,0.272,0.168,0.109,0.107,0.344,0.526,0.7020000000000001,0.401,0.38299999999999995,0.42100000000000004,0.369,0.556,0.06,386,0.27,1105,0.9540000000000001,0.151,0.397,20.0,0.0
23,24.0,Phoenix Suns,82,19705,0.442,12.5,0.68,0.313,0.145,0.115,0.107,0.32,0.49200000000000005,0.618,0.387,0.39899999999999997,0.369,0.33399999999999996,0.467,0.063,387,0.293,1079,0.823,0.209,0.366,16.0,0.0
24,25.0,Portland Trail Blazers*,82,19755,0.452,13.0,0.6759999999999999,0.28300000000000003,0.155,0.111,0.127,0.324,0.493,0.609,0.38299999999999995,0.434,0.418,0.366,0.41600000000000004,0.039,246,0.266,998,0.721,0.175,0.386,4.0,0.0
25,26.0,Sacramento Kings,82,19755,0.45,12.9,0.722,0.242,0.205,0.115,0.159,0.278,0.479,0.642,0.395,0.385,0.40700000000000003,0.375,0.47700000000000004,0.045,290,0.248,907,0.8170000000000001,0.2,0.409,25.0,0.0
26,27.0,San Antonio Spurs*,82,19730,0.457,12.7,0.718,0.261,0.16899999999999998,0.14300000000000002,0.14400000000000002,0.282,0.499,0.66,0.406,0.41600000000000004,0.4,0.35200000000000004,0.49700000000000005,0.031,192,0.264,1080,0.897,0.235,0.4,16.0,0.0
27,28.0,Toronto Raptors*,82,19830,0.47200000000000003,13.2,0.623,0.29100000000000004,0.16,0.098,0.07400000000000001,0.377,0.541,0.6809999999999999,0.414,0.428,0.419,0.358,0.499,0.05,338,0.272,1114,0.816,0.243,0.396,19.0,1.0
28,29.0,Utah Jazz*,82,19755,0.462,13.2,0.643,0.284,0.151,0.1,0.10800000000000001,0.35700000000000004,0.515,0.674,0.37,0.39799999999999996,0.408,0.366,0.5,0.069,434,0.273,994,0.805,0.268,0.418,14.0,0.0
29,30.0,Washington Wizards*,82,19855,0.467,13.4,0.69,0.243,0.159,0.139,0.149,0.31,0.508,0.6729999999999999,0.418,0.436,0.405,0.375,0.5479999999999999,0.042,248,0.252,1008,0.88,0.192,0.376,17.0,0.0
30,,League Average,82,19795,0.46,13.2,0.6629999999999999,0.281,0.156,0.106,0.12,0.337,0.51,0.6579999999999999,0.39399999999999996,0.415,0.4,0.36200000000000004,0.499,0.053,331,0.273,1064,0.83,0.20800000000000002,0.39399999999999996,17.5,0.2
